label,content
scam,Câu đố về ánh nắng mặt trời wkly Q!
ham,Subject: Re: Review proposal cho khách\n\nEm review xong proposal. Có vài góp ý nhỏ. Em gửi file chỉnh sửa đính kèm.
ham,(Bạn không nghe thấy nó từ tôi)
spam,Apollo English: Giảm 58% học phí khóa hè tiếng Anh. Đăng ký ngay!
ham,"Chết tiệt, Zac tội nghiệp không có cơ hội"
scam,Zalo thông báo: Tài khoản Shopee của Quý khách trúng xe máy. Nộp phí 1.5 triệu nhận xe.
spam,"Kính gửi Quý khách hàng, 🦷\n\n[Elite Dental Smile Promo] ƯU ĐÃI NỤ CƯỜI HOÀN HẢO! 😁\nGiảm 50% tẩy trắng răng và niềng răng thẩm mỹ. Tư vấn miễn phí!\n\nĐặt lịch khám ngay!"
scam,Chỉ tháng 12!
ham,Chúng tôi chưa rời đi.
spam,[QC] REDDI (Vietnamobile): Nap 50K tang them 50K tien thuong dung 30 ngay. Mua SIM Reddi moi nhan 20GB data mien phi thang dau. Mua tai: reddi.vn hoac sieu thi dien may.
scam,"Bạn 07801543489 được đảm bảo là điện thoại Nokia mới nhất, máy nghe nhạc iPod 40GB hoặc giải thưởng £ 500!"
spam,🧴[Guardian] ƯU ĐÃI CHĂM SÓC CÁ NHÂN!\n💥 Mua 2 tặng 1 cho nhiều sản phẩm hot.\n📍 Ghé cửa hàng ngay!
ham,"Được rồi, bạn cho tôi biết bạn sẽ đến sau lúc nào."
scam,"Subject: Cập nhật: Hợp đồng lao động cần ký điện tử trước 20/5\n\nKính gửi anh/chị,\nTheo quy định mới, tất cả hợp đồng lao động cần được ký điện tử lại trên hệ thống mới của công ty. Anh/chị vui lòng truy cập link và xác thực bằng CCCD:\n\nhr-esign-system.vn/contract/update?emp=39281\n\nHạn chót: 20/05. Phòng Nhân sự"
scam,📲[ZaloPay] Ví điện tử của bạn sắp bị vô hiệu hóa.
scam,Nhạc chuông hàng đầu miễn phí -Sub đến nhạc chuông hàng tuần-get đầu tiên tuần đầu tiên miễn phí đến 81618-?
spam,[Email Shopee] SIÊU SALE CUỐI TUẦN!\nVoucher giảm 70K cho đơn từ 300K.\nMua sắm ngay hôm nay để nhận hoàn xu hấp dẫn!
spam,"[Shopee] 🎮 DEAL CÔNG NGHỆ! Tai nghe, loa bluetooth giảm đến 60%. Nhập mã TECH60 cho đơn từ 300K. Hàng chính hãng bảo hành 12 tháng. Mua ngay kẻo hết!"
spam,[Canifa]ĐỒĐẸPGIÁTỐT!\nVoucher50Kchođơnhàngđầutiên.\nMuasắmngay!
spam,Pizza Hut: Giảm 55% combo gia đình. Freeship đơn trên 250K!
scam,"Kính gửi Quý khách hàng, Ngân hàng ACB thông báo bạn đã trúng chương trình quay thưởng khách hàng thân thiết với giải thưởng 120 triệu VNĐ. Vui lòng xác nhận thông tin nhận thưởng."
spam,"Subject: Lắp mạng cáp quang Viettel – Tặng 6 tháng cước\n\nGói cước 180K/tháng, tặng modem wifi 6. Đăng ký online.\nĐăng ký: vietteltelecom.vn/km"
scam,Bên mình cần tuyển cộng tác viên làm việc từ xa.\nThu nhập theo ngày và có hỗ trợ cho người mới.
scam,🎁[TikTok Shop] Bạn đã được chọn tham gia chương trình cộng tác viên ưu tiên.
ham,Làm thế nào để các bạn đi xem phim về phía bạn.
ham,"Nếu bạn đã/miễn phí, tôi có thể cho."
spam,📚[Moon.vn] KHÓA HỌC ONLINE ƯU ĐÃI!\n🎓 Giảm học phí cho học sinh đăng ký sớm.\n📲 Tham gia ngay hôm nay!
spam,"Kính gửi Anh/Chị, ✈️\n\n[Vietnam Airlines] HÈ RỰC RỠ - ƯU ĐÃI VÉ MÁY BAY KHỦNG! ☀️\nGiảm đến 50% vé khứ hồi nội địa và quốc tế, tặng bảo hiểm du lịch miễn phí. Hãy bay đến những nơi bạn mơ ước!\n\nĐặt vé ngay: [Link Vietnam Airlines]"
ham,Ah bạn thấy.
scam,🏧[Sacombank] Tài khoản của quý khách đang có yêu cầu đổi số điện thoại nhận OTP.
ham,"Subject: Re: Re: Sprint planning tuần 21\n\nok team, mình dời sang 2h chiều thứ 2 nha. Khoa với Duy note lại. Backlog đã update trên Jira, ae filter theo milestone Q2 là thấy."
spam,🚗[Mazda Vietnam] THÁNG ƯU ĐÃI!\n🎁 Tặng bảo hiểm vật chất cho khách mua xe.\n📲 Đăng ký tư vấn ngay!
scam,Một liên kết đến hình ảnh của bạn đã được gửi.
scam,Thông tin phương tiện của bạn cần được cập nhật.
spam,"[QC] HASAKI: 💄 Flash Sale 0h dem nay: Son Dior Rouge, Chanel Rouge Allure giam 15%. So luong co han - chi 50 san pham/loai. Set bao gio de mua tai hasaki.vn hoac App Hasaki!"
ham,"Được rồi, dù sao cũng không cần phải thay đổi với những gì bạn đã nói"
ham,Đừng đóng gói những gì bạn có thể mua tại bất kỳ cửa hàng nào. Lãnh đạo ngũ cốc.
ham,Hãy đến trạm xe buýt Mahal .. & lt; thập phân & gt;
spam,[Email BeFood] ĂN NGON GIÁ HỜI!\nFreeship 2km đầu tiên cho người dùng mới.\nĐặt món ngay!
spam,📷[Nikon Vietnam] FLASH SALE MÁY ẢNH!\n🎁 Tặng thẻ nhớ cho khách mua online.\n📦 Đặt hàng ngay!
spam,[Dien May Xanh] TỦ LẠNH INVERTER GIẢM GIÁ ĐẾN 3 TRIỆU\nTiết kiệm điện năng tối đa cho gia đình bạn. Miễn phí lắp đặt và vận chuyển trong vòng 20km. Tặng thêm phiếu mua hàng 200K khi mua online. Xem mẫu tại Điện Máy Xanh.
ham,"K vậy tôi, bao nhiêu cho một thứ 8?"
scam,"Tuyển CTV dịch thuật tài liệu tại nhà, lương 500k/ngày.\nThanh toán hằng đêm qua tài khoản ngân hàng. Nhắn tin để nhận file tài liệu làm ngay."
scam,[TPBank] Thông báo: Bạn được tặng 1.000.000đ từ quỹ khách hàng trung thành.\nNhận thưởng tại https://tpbank-reward.site và rút về tài khoản ngân hàng.
scam,U được đăng ký vào dịch vụ nội dung di động tốt nhất ở Anh với giá £ 3 mỗi mười ngày cho đến khi bạn gửi điểm dừng đến 83435. Helpline 08706091795.
scam,💸[VPBank Neo] Khoản vay tiêu dùng của bạn đã được duyệt sơ bộ.
ham,"Thành thật mà nói, tôi vừa pha một tách trà đáng yêu và nhanh chóng bỏ chìa khóa vào đó và sau đó đốt ngón tay của tôi lấy chúng ra!"
ham,Lol bạn sẽ không cảm thấy tồi tệ khi tôi dùng tiền của cô ấy để đưa bạn đi ăn tối
spam,Blackmores: Giảm 55% vitamin & collagen Úc chính hãng. Mua ngay để khỏe mạnh!
scam,Subject: Thông báo cập nhật sinh trắc học ACB\n\nTài khoản bạn chưa xác thực khuôn mặt. Cập nhật để không bị gián đoạn.\nCập nhật: acbvn.app/ekyc
spam,"[Gojek] GO RIDE ĐỒNG GIÁ 10K CHO MỌI CHUYẾN DƯỚI 5KM\nDi chuyển trong nội thành chưa bao giờ rẻ đến thế. Ưu đãi áp dụng cho khung giờ từ 9h - 16h hằng ngày. Mở Gojek, gọi xe và đi muôn nơi với giá cực hời."
ham,"Tôi sẽ đến đó lúc 3 tuổi, trừ khi các bạn muốn tôi đến một thời gian sớm hơn"
scam,"Subject: Fwd: Yêu cầu chuyển khoản tạm ứng dự án\n\nSếp ơi,\nEm gửi thông tin tài khoản nhà thầu mới. Sếp chuyển 45 triệu tạm ứng giúp em theo hợp đồng nhé. STK: 00123456789 Vietcombank."
scam,"Hot Live Fantasies Gọi ngay 08707509020 Chỉ cần 20p mỗi phút NTT LTD, PO Box 1327 Croydon CR9 5WB 0870..K"
ham,"Trên thực tế, làm điều đó, chỉ cần làm bất cứ điều gì, hãy tìm một cái cớ để ở Tampa vào một lúc nào đó trước tháng 1"
ham,Aiyah rồi tôi đợi lor.
scam,EastEnders TV Quiz.
spam,[Vietnam Airlines] ✈️ SALE HÈ 2025! Vé khứ hồi HCM-PHÚ QUỐC chỉ 1.200K. Bao gồm 1 kiện hành lý 23kg. Đặt trước 15/6 bay đến 31/8. Book ngay tại website chính thức!
scam,📞[Cơ quan điều tra] CCCD của bạn đang bị sử dụng đăng ký khoản vay tín dụng đen.
scam,"Vâng, nếu chúng ta phải có được một anh chàng ngẫu nhiên, chúng ta cần thay đổi tờ thông tin của mình thành Party & lt;#& gt;"
scam,Để có cơ hội để giành được £ 250 tiền mặt mỗi txt: hành động đến 80608.
ham,Mẹ không đi Robinson rồi.
ham,"Hôm nay tôi không rảnh, tôi đã chọn bố mẹ tối nay ..."
ham,Tôi sẽ đến để lấy dưa chua
spam,☕[Phúc Long] HAPPY HOUR SIÊU HOT!\n🧋 Mua 1 trà sữa tặng 1 topping miễn phí.\n📍 Ghé cửa hàng gần nhất ngay!
ham,Không bao giờ đổ lỗi cho một ngày trong cuộc sống của bạn.
scam,Tài khoản của bạn đã được ghi có 500 tin nhắn văn bản miễn phí.
scam,"Subject: HR Notice: Cần cập nhật thông tin bảo hiểm trước 20/5\n\nKính gửi toàn thể nhân viên,\nDo thay đổi quy định BHYT 2026, tất cả nhân viên vui lòng xác nhận lại số CMND/CCCD và số tài khoản nhận hoàn tiền bảo hiểm qua form nội bộ:\n\nhr-portal-update.vn/bhyt-2026\n\nHạn chót: 20/05/2026.\n\nPhòng Nhân sự - Tập đoàn ABC"
ham,"Khi mọi người nhìn thấy các tin nhắn của tôi, họ nghĩ rằng tôi nghiện msging ... họ đã sai, bcoz họ không biết rằng tôi nghiện những người bạn ngọt ngào của tôi .. !!"
scam,👮[Phòng An Ninh Mạng] Thiết bị của bạn đang bị theo dõi do truy cập website vi phạm.
ham,Reckon cần phải ở trong thị trấn bằng tám người để đi bộ từ * bãi đậu xe.
spam,Lock&Lock: Sale lớn hộp thực phẩm & bình nước!
scam,"Tuyển CTV mở thẻ ngân hàng nhận ngay 200k/thẻ. Càng nhiều thẻ tiền càng nhiều. Không cần vốn, chỉ cần CMND/CCCD."
spam,AA Furniture: Giảm 68% sofa & giường ngủ. Trả góp 0% lãi suất!
scam,Ngân hàng MB: Tài khoản bị tạm khóa. Click mở khóa trong 1 giờ.
ham,"K, nếu bạn chán, hãy đến nhà tôi .."
spam,🎤[Spotify Premium] THƯỞNG THỨC ÂM NHẠC KHÔNG GIỚI HẠN!\n🎶 Ưu đãi cho người dùng mới.\n📲 Nâng cấp ngay!
ham,Và có thể một số áp lực
ham,Ngồi và không có gì để làm cho.
ham,Bạn ra ngoài lúc mấy giờ?
scam,💳[SCB] Quý khách có giao dịch quốc tế đang chờ xác minh OTP.
scam,"Mạng 0A $ cho phép các công ty lập hóa đơn cho SMS, vì vậy họ chịu trách nhiệm cho nhà cung cấp \ của họ \ """
scam,CÔNG TY CẤP NƯỚC: Phát hiện rò rỉ hoặc chỉ số nước tăng bất thường tại địa chỉ của bạn. Vui lòng xác nhận thông tin chủ hộ và thanh toán chi phí kiểm tra tại: capnuoc-hcm.org.
ham,"Chủ yếu là loại thể thao..S như bóng đá, cricket .."
spam,Subject: Học tiếng Anh online - Giảm 40% học phí\n\nBạn muốn giao tiếp tiếng Anh tự tin? Khóa học mới bắt đầu tuần sau. Đăng ký: british.edu.vn/promo
ham,Này những chiếc bánh gợi cảm!
scam,Công an phường: Triệu tập xác minh vụ việc. Cung cấp thông tin khẩn.
scam,"Subject: Google Drive: Tài liệu được chia sẻ với bạn\n\nXin chào,\nNguyễn Phúc Khang (npkhang.biz@gmail.com) đã chia sẻ file ""Hợp đồng Q2 - Confidential.pdf"" với bạn.\n\nXem tài liệu: drive-secure.vn/shared?token=8f92ka\n\nNếu bạn không quen người này, bỏ qua email này."
scam,Gọi 09090900040 & Nghe trò chuyện trực tiếp cực đoan đang diễn ra trong văn phòng ngay bây giờ Total Privacy Không ai biết [sic] của bạn
spam,"Subject: Webinar miễn phí: Bí quyết kiếm tiền online 2026\n\nChào anh/chị,\nMời anh tham gia webinar tối nay 8pm với anh Trần Minh Quân. Chủ đề: Xây dựng thu nhập thụ động. Đăng ký: bit.ly/webinar-tai-chinh\n\nTeam FinEdu"
scam,"Subject: Re: Payment for invoice INV-39284\n\nDear valued partner,\nPlease update your payment to our new account. Details in attached file. Thank you for your prompt action."
ham,"Vâng, chúng ta có thể có thể đu đưa một lần bạn cùng phòng của tôi kết thúc với cô gái của anh ấy"
spam,🍩[Dunkin'] DEAL BÁNH NGỌT HOT!\n🎉 Mua combo cà phê tặng donut miễn phí.\n📍 Ghé cửa hàng ngay hôm nay!
ham,Bạn có làm thế nào 2 gửi tệp giữa 2 máy tính không?
scam,"Xin chào, công ty hiện đang tuyển cộng tác viên làm việc online tại nhà. Thu nhập từ 500.000 đến 1 triệu/ngày, không yêu cầu kinh nghiệm, thời gian linh hoạt."
ham,"Được rồi, điều đó thật tuyệt."
spam,💳[Sacombank] MỞ THẺ NHẬN QUÀ!\n🎉 Hoàn tiền hấp dẫn cho giao dịch đầu tiên.\n📲 Đăng ký online ngay!
spam,📺[LG Electronics] SIÊU SALE GIA DỤNG!\n✨ Máy lạnh và TV giảm giá cực sốc.\n📦 Đặt hàng ngay!
spam,🍜[Manwah Taiwanese Hotpot] DEAL BUFFET LẨU!\n🔥 Giảm giá nhóm bạn cuối tuần này.\n📍 Đặt bàn ngay!
ham,Được rồi...
scam,🏛️[BHXH Việt Nam] Bạn có khoản trợ cấp thất nghiệp chưa nhận.
spam,Subject: Bảo dưỡng xe máy giá sốc 50%\n\nThay dầu nhớt miễn phí + tặng rửa xe cho 50 khách đầu tiên.\nĐặt lịch: yamaha-saigon.vip/baoduong
scam,📦[Shopee] Đơn hàng sẽ bị hoàn trả nếu không cập nhật thông tin nhận hàng trong hôm nay.
scam,Thông báo khẩn từ Ngân hàng BIDV: Tài khoản của bạn vừa nhận chuyển khoản 150 triệu. Click xác nhận nguồn tiền ngay kẻo bị hoàn trả.
ham,Bạn vẫn còn băng ống nước và một cờ lê chúng ta có thể mượn?
scam,👮[An ninh mạng] Thiết bị của bạn vừa truy cập website có dấu hiệu vi phạm pháp luật.
ham,"Vâng, về cơ bản bất cứ lúc nào vào tuần tới, bạn có thể tránh xa mẹ & amp;"
ham,"Sự thật tuyệt vời chống lại trọng lực .. Đọc kỹ: \ Trái tim của chúng ta cảm thấy nhẹ nhàng khi ai đó ở trong đó .. nhưng nó cảm thấy rất nặng nề khi ai đó rời khỏi nó .. \ ""Chúc ngủ ngon"""
spam,[HomePayLater]ƯUĐÃITRẢSAU!\nMuasắmtrướctrảtiềnsauvớinhiềuưuđãi.\nKíchhoạtngay!
ham,Sinh nhật của ARR hôm nay :) Tôi chúc anh ấy có thêm Oscar.
spam,"Kính gửi Quý khách,\n\n[TPBank] MỞ THẺ TÍN DỤNG - NHẬN ƯU ĐÃI KHỦNG!\nMiễn phí thường niên năm đầu + Voucher 800K + hoàn tiền 10% mọi giao dịch.\n\nĐăng ký ngay hôm nay: [Link TPBank]"
ham,Đại học Nam California.
ham,rượu whisky rượu rum rượu gin rượu vodka scotch rượu gội đầu \ kudiyarasu thina vazhthukkal.
scam,Hệ thống phát hiện thanh toán bất thường trên tài khoản của bạn.\nVui lòng kiểm tra và xác minh ngay.
spam,"Kính gửi Quý khách, 🌿\n\n[Blackmores Health Sale] ƯU ĐÃI VITAMIN ÚC! 🌱\nGiảm đến 55% vitamin, omega 3 và collagen Blackmores chính hãng.\n\nChăm sóc sức khỏe gia đình!"
ham,Nơi khách hàng tôi sẽ gọi cho bạn.
ham,Khá muộn lar ... ard 12 dù sao thì tôi cũng wun b drivin ...
spam,"Kính gửi Quý khách, ☕\n\n[Starbucks Summer Frappuccino] ƯU ĐÃI ĐỒ UỐNG HÈ! 🍓\nGiảm 50% Frappuccino và đồ uống signature + tặng bánh ngọt cho đơn từ 100K.\n\nOrder ngay qua app Starbucks!"
ham,"Bão Msg: wen u nâng d phne, bạn nói \ xin chào"
spam,🚴[Strava Premium] NÂNG CẤP TÀI KHOẢN ƯU ĐÃI!\n✨ Mở khóa tính năng tập luyện chuyên sâu với giá tốt.\n📲 Nâng cấp ngay hôm nay!
ham,Bạn thật tuyệt vời!
scam,Bạn được chọn tham gia chương trình tri ân khách hàng tháng này.
spam,"[Juno] GIÀY & TÚI ĐỒNG GIÁ 200K - DUY NHẤT HÔM NAY\nCơ hội làm mới tủ đồ phụ kiện với mức giá cực sốc. Hàng ngàn mẫu giày cao gót, túi xách thời trang đang chờ bạn. Nhanh chân ghé cửa hàng Juno gần nhất hoặc đặt online."
ham,"Cảm ơn em yêu nhưng vẫn chưa nghe thấy bất cứ điều gì anh sẽ để nó lâu hơn một chút nên không phải là 2 đám đông anh ấy và sẽ cố gắng sau - lời khuyên tuyệt vời, cảm ơn hy vọng Cardiff vẫn còn đó!"
spam,Subject: Livestream đặc biệt - Bán hàng xách tay\n\nTối nay 9pm live bán túi xách hàng hiệu. Deal cực tốt. Link: tiktok.com/live/shopxachtay
ham,"G nói rằng bạn không bao giờ trả lời văn bản của mình, xác nhận/từ chối"
scam,"Subject: Thư ngỏ hợp tác xuất khẩu nông sản - Lợi nhuận chia sẻ 35%\n\nKính gửi Quý đối tác,\nCông ty XNK Phương Đông đang tìm nhà đầu tư vốn ngắn hạn cho lô hàng nông sản xuất khẩu sang Nhật. Cam kết lợi nhuận 35% trong 60 ngày, có hợp đồng công chứng đầy đủ. Liên hệ ngay để giữ suất: 0912xxx038 - Giám đốc Lê Văn Phong"
spam,🏖️[Premier Village] ƯU ĐÃI NGHỈ DƯỠNG!\n🌴 Giảm đến 40% cho khách đặt phòng sớm.\n📲 Đặt ngay hôm nay!
ham,"Subject: Ticket #SUP-7842 - Vấn đề login\n\nChào anh,\nTeam dev đã fix bug login trên mobile. Anh thử update app phiên bản 2.4.1 xem sao. Có gì reply em nhé.\n\nThanks,\nSupport - Base.vn"
scam,Tài khoản Internet Banking của bạn sắp hết hiệu lực bảo mật.\nVui lòng cập nhật để tránh gián đoạn dịch vụ.
spam,[Lazada] FLASH SALE 0H!\nHàng ngàn deal điện tử và gia dụng giảm đến 80%.\nMua ngay hôm nay để nhận ưu đãi độc quyền!
ham,Có phải một trong hai bạn có bất kỳ ý tưởng nào không?
scam,"Subject: Re: Re: Nhờ anh hỗ trợ ký duyệt PO\n\nAnh Thắng ơi,\nEm forward lại mail của bên cung cấp. Họ cần confirm PO trước 5h hôm nay để giữ giá. Anh ký digital rồi gửi lại em nhé. File đính kèm em gửi kèm (cần enable macro để mở).\n\nEm cảm ơn anh nhiều."
spam,🚕[Grab] ĐẶT XE GIẢM GIÁ!\n💥 Nhập mã GRAB20 giảm 20% chuyến đi.\n📍 Đặt xe ngay trên ứng dụng Grab!
ham,Tôi sẽ ở đâu nếu không có con tôi?
spam,Subject: 🔥 Giày chạy bộ Nike sale mạnh tay\n\nBạn đang cần giày chạy bộ? Deal hot giảm 40% toàn bộ dòng Nike. Mua ngay: nikesale.vn/hot392
spam,🍩[Katinat] DEAL CÀ PHÊ HOT TREND!\n☕ Mua 2 thức uống tặng bánh ngọt miễn phí.\n📍 Ghé quán ngay!
